{RCūM, 3}
rasaśālāṃ prakurvīta sarvabādhāvivarjite | [RCūM, 3 1.1]
vicūrṇya bhāvayedbhṛṅgarasairvārāṇi sapta ca | [RCūM, 13 25.1]
vyoṣājyasahitaṃ hanti jūrtirogaṃ dinaistribhiḥ | [RCūM, 13 25.2]
kṣayaṃ ca maṇḍalārdhena grahaṇīṃ pāṇḍukāmale | [RCūM, 13 26.1]
kumbhakāmalikārogam udāvartaṃ mahodaram | [RCūM, 13 26.2]
pramehaṃ medaso vṛddhiṃ vātavyādhiṃ kaphāmayam | [RCūM, 13 27.1]
gudarogaṃ ca mandāgniṃ mūtravātam aśeṣataḥ | [RCūM, 13 27.2]
smaramandirajavyādhiṃ vandhyārogāṃs tvagāmayān | [RCūM, 13 28.1]
vyoṣājyacitratoyaiśca hyanupānam aśeṣataḥ | [RCūM, 13 28.2]
bhūyo bhūyo visūcyartir dehino yasya jāyate | [RCūM, 13 29.1]
raso'yaṃ tasya dātavyo maṇḍalānāṃ trayaṃ khalu | [RCūM, 13 29.2]
āmaroge ca dātavyo bhiṣagbhirvatsarāvadhi | [RCūM, 13 29.3]
tārkṣyabhasma tu śāṇaikaṃ vajrabhasma tadardhakam | [RCūM, 13 30.1]
mṛtasvarṇārkakāntānāṃ niṣkadvayamitaṃ pṛthak | [RCūM, 13 30.2]
lohabhasma mṛtaṃ sūtaṃ sarvamekatra mardayet | [RCūM, 13 31.1]
puṭedviṃśativārāṇi puṭaiḥ kukkuṭasaṃjñakaiḥ | [RCūM, 13 31.2]
amṛtāmbusamāyuktaiḥ śilāgandhakatālakaiḥ | [RCūM, 13 32.1]
saptavāraṃ dravaiḥ sārdhaṃ daśabhiḥ piṣṭakaiḥ puṭet | [RCūM, 13 32.2]
evaṃ siddhaṃ prabhāvāḍhyaṃ tārkṣyaṃ nāma rasāyanam | [RCūM, 13 33.1]
citrakārdrakarasopetaṃ pītaṃ rājikayā mitam | [RCūM, 13 33.2]
tridoṣajān gadānsarvān kaphavātodbhavānapi | [RCūM, 13 34.1]
asādhyān sarvavaidyānāṃ bheṣajānāṃ ca koṭibhiḥ | [RCūM, 13 34.2]
karoti kṣudhamatyarthaṃ bhuktaṃ jarayati kṣaṇāt | [RCūM, 13 34.3]
puṣparāgodbhavaṃ bhasma palārdhapramitaṃ śubham | [RCūM, 13 35.1]
tadardhaṃ pītakācaṃ ca tadardhaṃ tāmrabhasmakam | [RCūM, 13 35.2]
tāmrasyārdhaṃ ca rajataṃ jātarūpaṃ tadardhakam | [RCūM, 13 36.1]
vajrabhasma tadardhaṃ ca sarvatulyaṃ mṛtābhrakam | [RCūM, 13 36.2]
tatsamaṃ sūryakāntaṃ ca māritaṃ balinā saha | [RCūM, 13 37.1]
tulyena balinā sārdhaṃ daśavāraṃ puṭet khalu | [RCūM, 13 37.2]
nīlāñjanālatāpyānāṃ pṛthak tāni puṭāni ca | [RCūM, 13 38.1]
iti siddhamidaṃ proktaṃ puṣparāgarasāyanam | [RCūM, 13 38.2]
kṣayādisarvarogaghnaṃ kuṣṭhavyādhiharaṃ param | [RCūM, 13 39.1]
gudagulmārttiśamanaṃ putrīyaṃ vṛṣyamuttamam | [RCūM, 13 39.2]
rasāyanaṃ tathā caitat kṣipraṃ gulmaharaṃ striyāḥ | [RCūM, 13 40.1]
dīpanaṃ paramaṃ proktaṃ kāmalāpāṇḍunāśanam | [RCūM, 13 40.2]
bahunātra kimuktena sarvarogavināśanam | [RCūM, 13 40.3]
ekakarṣaṃ mṛtaṃ vajraṃ tāvadbhūnāgasattvakam | [RCūM, 13 41.1]
tataśca dviguṇaṃ svarṇaṃ svarṇatulyaṃ khasattvakam | [RCūM, 13 41.2]
tāvanmātraṃ ca kāntāyaḥ sarvaṃ vāritaraṃ kṛtam | [RCūM, 13 42.1]
aṣṭamāṃśaśca sūtasya sarvebhyaḥ parikīrtitaḥ | [RCūM, 13 42.2]
śukapicchaḥ samaḥ sarvair mardayeccaṇakāmlakaiḥ | [RCūM, 13 43.1]
vidhāya golakaṃ ramyaṃ chāyāśuṣkaṃ samācaret | [RCūM, 13 43.2]
tato bhūnāgasattvaṃ hi gandhakena samaṃ kṣipet | [RCūM, 13 44.1]
puṭitaṃ śatavārāṇi śataṃ vārāṇi tāpyakaiḥ | [RCūM, 13 44.2]
sūryaparṇaiśca dugdhairvā vārāṇāṃ viṃśatiṃ tataḥ | [RCūM, 13 45.1]
guñjāṭaṅkaṇasikthaiśca bhūnāgasya rajovṛtam | [RCūM, 13 45.2]
vartayitvā tu taṃ golaṃ kalkenānena lepayet | [RCūM, 13 46.1]
ardhāṅguladalenātha pariśoṣya kharātape | [RCūM, 13 46.2]
nikṣiped vālukāyantre prapaceddinapañcakam | [RCūM, 13 47.1]
tatas trikoṇagaṇḍīradugdhair gandhakasaṃyutaiḥ | [RCūM, 13 47.2]
mardayitvā tu taṃ golaṃ puṭedvārāṇi viṃśatim | [RCūM, 13 48.1]
paṭacūrṇaṃ tataḥ kṛtvā kṣipedantaḥkaraṇḍake | [RCūM, 13 48.2]
guñjāmitaṃ bhajedenaṃ ramyaṃ vajrarasāyanam | [RCūM, 13 49.1]
jñātājñāteṣu sarveṣu gadeṣu vividheṣu ca | [RCūM, 13 49.2]
tattadrogānupānena dātavyaṃ bhiṣajā khalu | [RCūM, 13 50.1]
na so'sti rogo loke'sminyo hyanena na śāmyati | [RCūM, 13 50.2]
rasāyanaprakāreṇa sevito maṇḍalatrayam | [RCūM, 13 51.1]
dehasiddhiṃ karotyeva viśvavismayakāriṇīm | [RCūM, 13 51.2]
bilvamekaṃ vinā sarvaṃ pathyamatra prakīrtitam | [RCūM, 13 51.3]
nīlaratnakṛtaṃ bhasma palamātraṃ ca hīrakam | [RCūM, 13 52.1]
svarṇaṃ raupyaṃ ca kāntaṃ ca tāpyakaṃ nṛpavartakam | [RCūM, 13 52.2]
samāṃśaṃ sarvametat syāt sarvatulyaṃ ca śulvakam | [RCūM, 13 53.1]
sarvametanmṛtaṃ grāhyaṃ samagandhakasaṃyutam | [RCūM, 13 53.2]
mardayet kaṅguṇītailairyāvatsyāddivasāṣṭakam | [RCūM, 13 54.1]
ūrdhvādho gandhakaṃ dattvā puṭedvārāṇi viṃśatim | [RCūM, 13 54.2]
śvetamuṇḍīrasaiḥ paścādbhāvayet saptavārakam | [RCūM, 13 55.1]
iti siddhaṃ prabhāvāḍhyaṃ ramyaṃ nīlarasāyanam | [RCūM, 13 55.2]
nihanti sakalānrogānguñjāmātraṃ niṣevitam | [RCūM, 13 56.1]
jvaraṃ pāṇḍuṃ kṣayaṃ kāsaṃ śūlamarśaśca gulmakam | [RCūM, 13 56.2]
udaraṃ kuṣṭharogaṃ ca śvāsaṃ pañcavidhaṃ tathā | [RCūM, 13 57.1]
tattadbhaiṣajyayogena tattadroganibarhaṇam | [RCūM, 13 57.2]
gomedaṃ gandhayogena lakucadravayoginā | [RCūM, 13 58.1]
puṭitvā daśavāraiśca jātaṃ bhasma palonmitam | [RCūM, 13 58.2]
suvarṇaṃ rajataṃ kāntaṃ sarvamauṣadhamāritam | [RCūM, 13 59.1]
krāmaṇaṃ pādapādena prasitaṃ cūlikāmbunā | [RCūM, 13 59.2]
tāpyaṃ gandharvatailena puṭitaṃ daśavārakam | [RCūM, 13 60.1]
nirutthaṃ jāyate bhasma sarvathaiva guṇādhikam | [RCūM, 13 60.2]
tadardhasūtagandhābhyāṃ kṛtakajjalikādrutau | [RCūM, 13 61.1]
pūrvabhasmatrayaṃ kṣiptvā vimiśrya ca samāharet | [RCūM, 13 61.2]
vicūrṇya muṇḍikādrāvairbhāvayet saptavārakam | [RCūM, 13 62.1]
paṭacūrṇaṃ vidhāyātha kṣipedantaḥkaraṇḍake | [RCūM, 13 62.2]
idaṃ hi paramaṃ śreṣṭhaṃ gomedakarasāyanam | [RCūM, 13 63.1]
yojyaṃ sarveṣu rogeṣu tattadrogānupānataḥ | [RCūM, 13 63.2]
karoti dīpanaṃ tīvraṃ sarvārhaṃ ca priyaṃkaram | [RCūM, 13 64.1]
dadāti paramāṃ puṣṭiṃ balaṃ bhīmabalopamam | [RCūM, 13 64.2]
paramaṃ vṛṣyamāyuṣyaṃ netryaṃ mukhagadāpaham | [RCūM, 13 64.3]
kāntakalkena vaidūryaṃ saha gandhena māritam | [RCūM, 13 65.1]
tadbhasmanāṣṭaśāṇena tadardhaṃ mṛtahema ca | [RCūM, 13 65.2]
tayoḥ samaṃ tīkṣṇarajo mṛtaṃ rūpyaṃ ca tatsamam | [RCūM, 13 66.1]
mṛtaṃ ca vimalaṃ sarvaiḥ samaṃ sarvaṃ vimarditam | [RCūM, 13 66.2]
militaṃ mocasāreṇa golīkṛtya viśoṣayet | [RCūM, 13 67.1]
aṅgulārdhadalenaiva śilājena vimardayet | [RCūM, 13 67.2]
vālukāyantramadhyasthaṃ pakṣārdhaṃ śanakaiḥ pacet | [RCūM, 13 68.1]
svataḥ śītaṃ samāhṛtya kumārīmūlasārataḥ | [RCūM, 13 68.2]
mardayitvā viśoṣyātha pīlumūlajalaistathā | [RCūM, 13 69.1]
tathaiva citramūlādbhiḥ kanthārīmūlasārataḥ | [RCūM, 13 69.2]
cirabilvabhavaistoyair viśoṣya ca vicūrṇya ca | [RCūM, 13 70.1]
mṛtasaṃjīvanaṃ hyetad vaidūryakarasāyanam | [RCūM, 13 70.2]
ārdrakadravasaṃyuktaṃ guñjāmātraṃ rasāyanam | [RCūM, 13 71.1]
dātavyaṃ citratoyairvā sannipāte visaṃjñake | [RCūM, 13 71.2]
dantabandhe tu saṃjāte vallamātramamuṃ rasam | [RCūM, 13 72.1]
pādayorgharṣayedyatnāt tataśceṣṭāmavāpnuyāt | [RCūM, 13 72.2]
jātaceṣṭasya salilaṃ mūrdhni śītaṃ vinikṣipet | [RCūM, 13 73.1]
śatakumbhamitaṃ svādu tīvrā kṣujjāyate tataḥ | [RCūM, 13 73.2]
yat kiṃcid yācate tasmai tat tad deyam abhīpsitam | [RCūM, 13 74.1]
āyuṣye vidyamāne sa sukhī jīvati mānavaḥ | [RCūM, 13 74.2]
tridoṣajātarogeṣu dātavyaṃ taṇḍulonmitam | [RCūM, 13 75.1]
palārdhasitayā yuktamanyathā hanti rogiṇam | [RCūM, 13 75.2]
ekadoṣodbhave roge saṃsargajanite tathā | [RCūM, 13 76.1]
na dātavyaṃ hi bhiṣajā vaidūryakarasāyanam | [RCūM, 13 76.2]
dhṛtāni vā tāni samarcitāni sujātiyuktāni ca saṃstutāni | [RCūM, 13 77.1]
haranti ratnānyakhilaṃ duriṣṭaṃ kurvantyabhīṣṭaṃ satataṃ yatheṣṭam | [RCūM, 13 77.2]
harantyalakṣmīṃ satataṃ samastān duṣkarmajātān iha sarvarogān | [RCūM, 13 78.1]
āyuṣyakārīṇi hitāni sarvaratnaprasūtāni rasāyanāni | [RCūM, 13 78.2]
{RCūM, 14}
śuddhaṃ lohaṃ kanakarajataṃ bhānulohāśmasāraṃ pūtīlohaṃ dvitayamuditaṃ nāgavaṅgābhidhānam | [RCūM, 14 1.1]
miśraṃ lohaṃ tritayamuditaṃ pittalaṃ kāṃsyavartaṃ dhātur lohe luha iti mataḥ so'pi kaṣārthavācī | [RCūM, 14 1.2]
prākṛtaṃ sahajaṃ vahnisambhūtaṃ khanisambhavam | [RCūM, 14 2.1]
rasendravedhasaṃjātaṃ svarṇaṃ pañcavidhaṃ smṛtam | [RCūM, 14 2.2]
brahmāṇḍaṃ saṃvṛtaṃ yena rajoguṇabhuvā khalu | [RCūM, 14 3.1]
tatprākṛtamiti proktaṃ devānāmapi durlabham | [RCūM, 14 3.2]
brahmā yenāvṛto jātaḥ suvarṇena jarāyuṇā | [RCūM, 14 4.1]
tanmerurūpatāṃ jātaṃ suvarṇaṃ sahajaṃ hi tat | [RCūM, 14 4.2]
visṛṣṭamagninā śaivaṃ tejaḥ pītaṃ suduḥsaham | [RCūM, 14 5.1]
abhūtsvarṇaṃ taduddiṣṭaṃ suvarṇaṃ vahnisaṃbhavam | [RCūM, 14 5.2]
etat svarṇatrayaṃ divyaṃ varṇaiḥ ṣoḍaśabhiryutam | [RCūM, 14 6.1]
dhāraṇādeva tat kuryāccharīram ajarāmaram | [RCūM, 14 6.2]
tatra tatra girīṇāṃ hi jātaṃ khaniṣu yadbhavet | [RCūM, 14 7.1]
taccaturdaśavarṇāḍhyaṃ bhakṣitaṃ sarvarogahṛt | [RCūM, 14 7.2]
rasendravedhasambhūtaṃ tadvedhajamudāhṛtam | [RCūM, 14 8.1]
rasāyanaṃ mahāśreṣṭhaṃ pāpaghnaṃ vedhajaṃ hi tat | [RCūM, 14 8.2]
tārārkarītītaralohakuñjaraṃ vaṅgābhrakaṃ mākṣikavaṅgapāradam | [RCūM, 14 9.1]
yattārajaṃ hi pravadanti rāgataḥ svarṇaṃ kalāvarṇacaturguṇaṃ hi | [RCūM, 14 9.2]
ghṛṣṭaṃ varṇe ghusṛṇasadṛśaṃ raktavarṇaṃ ca dāhe chede kiṃcit sitam akapilaṃ nirdalaṃ bhūribhāram | [RCūM, 14 10.1]
snigdhaṃ svarṇaṃ ravivirahitaṃ styānaraktaprabhāḍhyaṃ śreṣṭhaṃ diṣṭam atulitalasaccāruvarṇaṃ ca svarṇam | [RCūM, 14 10.2]
rūkṣaṃ vivarṇaṃ malinaṃ kaṭhoraṃ kṛṣṇaṃ ca dāhe nikaṣe ca pāṇḍu | [RCūM, 14 11.1]
sthūlāṅgakaṃ nirbharakaṃ kaḍāraṃ sphuṭatsuvarṇaṃ daśadhā na śastam | [RCūM, 14 11.2]
svarṇarūpyādisaṃyogānmiśralohaṃ prajāyate | [RCūM, 14 12.1]
svarṇakāryaṃ na tena syāttasmāt śuddhir vidhīyate | [RCūM, 14 12.2]
śodhyaṃ na kevalaṃ svarṇaṃ lohānyanyāni śodhayet | [RCūM, 14 12.3]
karṣapramāṇaṃ tu suvarṇapatraṃ śarāvaruddhaṃ paṭudhātuyuktam | [RCūM, 14 13.1]
aṅgārasaṃsthaṃ praharārdhamānaṃ dhmātena tatsyānnanu pūrṇavarṇam | [RCūM, 14 13.2]
lohānāṃ māraṇaṃ śreṣṭhaṃ sarveṣāṃ rasabhasmanā | [RCūM, 14 14.1]
mūlībhirmadhyamaṃ prāhurnikṛṣṭaṃ gandhakādibhiḥ | [RCūM, 14 14.2]
arilohena lohasya māraṇaṃ durguṇapradam | [RCūM, 14 15.1]
kṛtvā kaṇṭakavedhyāni svarṇapatrāṇi lepayet | [RCūM, 14 15.2]
luṅgāmbubhasmasūtena mriyante daśabhiḥ puṭaiḥ | [RCūM, 14 16.1]
drute vinikṣipet svarṇe lohamānaṃ mṛtaṃ rasam | [RCūM, 14 16.2]
vicūrṇya luṅgatoyena daradena samanvitam | [RCūM, 14 17.1]
jāyate kuṅkumacchāyaṃ svarṇaṃ dvādaśabhiḥ puṭaiḥ | [RCūM, 14 17.2]
śleṣmāntakāṇḍena sakāñcanārajaṭāpuṭaiḥ kukkuṭanāmadheyaiḥ | [RCūM, 14 18.1]
triṃśatpramāṇair apunarbhavaṃ syānniḥśeṣayogeṣu ca yojanīyam | [RCūM, 14 18.2]
sūtena piṣṭikāṃ kṛtvā svarṇaṃ ruddhvā śarāvake | [RCūM, 14 19.1]
svalpanīlāñjanopetaṃ dagdhaṃ svalpairvanotpalaiḥ | [RCūM, 14 19.2]
kuṅkumābhaṃ bhavedbhasma yojyaṃ rasarasāyane | [RCūM, 14 20.1]
snugdugdhahiṅguhiṅgūlaśilāsindūrakāmlakaiḥ | [RCūM, 14 20.2]
puṭitaṃ daśavāreṇa nirjīvaṃ hema jāyate | [RCūM, 14 21.1]
rase rasāyane loharañjane cātiśasyate | [RCūM, 14 21.2]
snigdhaṃ medhyaṃ viṣagaraharaṃ bṛṃhaṇaṃ vṛṣyamagryaṃ yakṣmonmādapraśamanaparaṃ deharogapramāthi | [RCūM, 14 22.1]
medhābuddhismṛtisukhakaraṃ sarvadoṣāmayaghnaṃ rucyaṃ dīpi praśamitajaraṃ svādupākaṃ suvarṇam | [RCūM, 14 22.2]
etadbhasma suvarṇajaṃ kaṭughṛtopetaṃ dviguñjonmitaṃ līḍhaṃ hanti nṛṇāṃ kṣayāgnisadanaṃ śvāsaṃ sakāsārucim | [RCūM, 14 23.1]
ojodhātuvivardhanaṃ balakaraṃ pāṇḍvāmayadhvaṃsanaṃ vṛṣyaṃ sarvaviṣāpahaṃ garaharaṃ duṣṭagrahaṇyādinut | [RCūM, 14 23.2]
niḥśeṣarogavidhvaṃsi bhūtapretabhayāpaham | [RCūM, 14 24.1]
bandhanaṃ bhāvirogāṇāṃ viṣatrayabhayāpaham | [RCūM, 14 24.2]
vinā bilvaphalaṃ cātra sarvamanyat praśasyate | [RCūM, 14 25.1]
daśābdasevitaṃ svarṇaṃ svecchāhāravihāriṇam | [RCūM, 14 25.2]
na kaścidbādhate vyādhiryāvadāyurna saṃśayaḥ | [RCūM, 14 25.3]
sahajaṃ khanisaṃjātaṃ kṛtrimaṃ ca tridhā matam | [RCūM, 14 26.1]
rajataṃ pūrvapūrvaṃ hi svaguṇairuttamottamam | [RCūM, 14 26.2]
kailāsādyadrisambhūtaṃ rajataṃ sahajaṃ bhavet | [RCūM, 14 27.1]
tatspṛṣṭaṃ hi mahāvyādhināśanaṃ dehināṃ bhavet | [RCūM, 14 27.2]
himācalādrikūṭeṣu yad rūpyaṃ jāyate hi tat | [RCūM, 14 28.1]
khanijaṃ kathyate tajjñaiḥ paramaṃ hi rasāyanam | [RCūM, 14 28.2]
śrīrāmapādukānyastaṃ vaṅgaṃ yadrūpyatāṃ gatam | [RCūM, 14 29.1]
tat pādarūpyam ityuktaṃ kṛtrimaṃ sarvaroganut | [RCūM, 14 29.2]
ghanaṃ snigdhaṃ mṛdu svacchaṃ dāhe chede sitaṃ guru | [RCūM, 14 30.1]
śaṅkhābhaṃ masṛṇaṃ sphoṭarahitaṃ rajataṃ śubham | [RCūM, 14 30.2]
dāhe raktaṃ ca pītaṃ ca kṛṣṇaṃ rūkṣaṃ sphuṭaṃ laghu | [RCūM, 14 31.1]
sthūlāṅgaṃ karkaśāṅgaṃ ca rajataṃ tyājyam aṣṭadhā | [RCūM, 14 31.2]
kharpare bhasmacūrṇābhyāṃ paritaḥ pālikāṃ caret | [RCūM, 14 32.1]
tatra rūpyaṃ vinikṣipya samasīsasamanvitam | [RCūM, 14 32.2]
jātasīsakṣayaṃ yāvaddhamettāvat punaḥ punaḥ | [RCūM, 14 33.1]
svacchaṃ saṃśodhitaṃ rūpyaṃ yojanīyaṃ rasādiṣu | [RCūM, 14 33.2]
lakucadravasūtābhyāṃ tārapiṣṭīṃ prakalpayet | [RCūM, 14 34.1]
ūrdhvādho gandhakaṃ dattvā mūṣāgarbhe nirudhya ca | [RCūM, 14 34.2]
svedayed vālukāyantre dinamekaṃ dṛḍhāgninā | [RCūM, 14 35.1]
svāṅgaśītāṃ ca tāṃ piṣṭīṃ sāmlatālena marditām | [RCūM, 14 35.2]
puṭed dvādaśavārāṇi bhasmībhavati rūpyakam | [RCūM, 14 36.1]
mākṣīkacūrṇaluṅgāmlamarditaṃ puṭitaṃ śanaiḥ | [RCūM, 14 36.2]
triṃśadvāreṇa tattāraṃ bhasma saṃjāyatetarām | [RCūM, 14 37.1]
rāgaḥ syāt sarvalohānāṃ puṭādhikye na saṃśayaḥ | [RCūM, 14 37.2]
rañjayanti ca raktāni dehalohobhayārthakṛt | [RCūM, 14 37.3]
rūpyaṃ vipākamadhuraṃ tuvarāmlasāraṃ śītaṃ saraṃ paramalekhanakaṃ ca rucyam | [RCūM, 14 38.1]
snigdhaṃ ca vātakaphajijjaṭharāgnidīpi balyapradaṃ sthiravayaskaraṇaṃ ca vṛṣyam | [RCūM, 14 38.2]
bhasmībhūtaṃ rajatamamalaṃ tatsamau vyomabhānū sarvaistulyaṃ trikaṭukalitaṃ sāraghājyena yuktam | [RCūM, 14 39.1]
līḍhaṃ prātaḥ kṣapayatitarāṃ yakṣmapāṇḍūdarārśaḥ kāsaṃ śvāsaṃ nayanajarujaḥ pittarogānaśeṣān | [RCūM, 14 39.2]
mlecchaṃ nepālakaṃ ceti tayornepālamuttamam | [RCūM, 14 40.1]
nepālādanyakhanyutthaṃ mlecchamityabhidhīyate | [RCūM, 14 40.2]
sitakṛṣṇāruṇacchāyaṃ vāmi bhedi kaṭhorakam | [RCūM, 14 41.1]
kṣālitaṃ ca punaḥ kṛṣṇametanmlecchakatāmrakam | [RCūM, 14 41.2]
susnigdhaṃ mṛdulaṃ śoṇaṃ ghanāghātakṣamaṃ guru | [RCūM, 14 42.1]
nirvikāraṃ guṇaiḥ śreṣṭhaṃ tāmraṃ nepālamucyate | [RCūM, 14 42.2]
pāṇḍuraṃ kṛṣṇaśoṇaṃ ca laghusphuṭanasaṃyutam | [RCūM, 14 43.1]
rūkṣāṅgaṃ sadalaṃ tāmraṃ neṣyate rasakarmaṇi | [RCūM, 14 43.2]
utkledamohabhramadāhabhedāstāmrasya doṣāḥ khalu durdharāste | [RCūM, 14 44.1]
viśodhanāt tad vigatasvadoṣaṃ sudhāmayaṃ syādrasavīryapāke | [RCūM, 14 44.2]
tāmraṃ kṣārāmlasaṃyuktaṃ drāvitaṃ dattagairikam | [RCūM, 14 45.1]
nikṣiptaṃ mahiṣītakre chagaṇe saptavārakam | [RCūM, 14 45.2]
pañcadoṣavinirmuktaṃ bhasmayogyaṃ ca jāyate | [RCūM, 14 46.1]
tāmranirdalapatrāṇi viliptāni tu sindhunā | [RCūM, 14 46.2]
dhmātvā sauvīrake kṣepād viśudhyantyaṣṭavārataḥ | [RCūM, 14 47.1]
nimbāmbupaṭuliptāni tāpitānyaṣṭavārakam | [RCūM, 14 47.2]
viśudhyantyarkapatrāṇi nirguṇḍyā rasamajjanāt | [RCūM, 14 48.1]
tālapatrasamābhāni tāmrapatrāṇi kārayet | [RCūM, 14 48.2]
niṣkvāthya kāñjike yāmaṃ bhasmanā pariśodhya ca | [RCūM, 14 49.1]
yāmaṃ kṣīreṇa niṣkvāthya tatraiva sthāpayeddinam | [RCūM, 14 49.2]
dinaikaṃ lavaṇopetaṃ tintiḍīphalakardame | [RCūM, 14 50.1]
jambīranīraniṣpiṣṭapaṭunā pariveṣṭya ca | [RCūM, 14 50.2]
dhmātvājāmūtramadhye tu sakṛdeva nimajjayet | [RCūM, 14 51.1]
tāmrasyārdhaṃ sasindhūtthaiḥ pakvanimbukavāribhiḥ | [RCūM, 14 51.2]
liptvā dhmātvā kṣipettakre mahiṣīchagaṇānvite | [RCūM, 14 52.1]
tattāmraṃ tulyabhāgena hemamākṣikasaṃyutam | [RCūM, 14 52.2]
dhamed atidṛḍhāṅgāraiś caikavāramataḥ param | [RCūM, 14 53.1]
vinā tāpyaistrivāraṃ ca cakrikāṃ kalpayettataḥ | [RCūM, 14 53.2]
tatastrikaṭukakvāthe tridinaṃ sthāpayettataḥ | [RCūM, 14 54.1]
utkvāthya bhasmanā mṛjya jalaiḥ prakṣālya sāraghaiḥ | [RCūM, 14 54.2]
vilipya sāraghopetasitayā ca trivārakam | [RCūM, 14 55.1]
puṭed vanotpalaistāmraṃ bhavet svarṇasamaṃ guṇaiḥ | [RCūM, 14 55.2]
kumārīpatramadhye tu śulbapatraṃ niveśitam | [RCūM, 14 56.1]
puṭitaṃ doṣanirmuktaṃ pāṇḍuraṃ ca prajāyate | [RCūM, 14 56.2]
itthaṃ viśodhitaṃ tāmraṃ sarvadoṣavivarjitam | [RCūM, 14 57.1]
bhavedrasāyane yogyaṃ dehalohakaraṃ param | [RCūM, 14 57.2]
imāṃ śuddhiṃ vijānāti śivo vā nandikeśvaraḥ | [RCūM, 14 58.1]
sarvalokāśrayaḥ śrīmān somadevo na cāparaḥ | [RCūM, 14 58.2]
balinā nihataṃ tāmraṃ saptavāraṃ samutthitam | [RCūM, 14 59.1]
sarvadoṣavinirmuktaṃ bhavedamṛtasannibham | [RCūM, 14 59.2]
vilipya lakucadrāvapiṣṭagandhāśmapaṅkataḥ | [RCūM, 14 60.1]
tāmrapatrāṇi saṃsthāpya sthālīmadhye nirudhya ca | [RCūM, 14 60.2]
yāmamātraṃ pacet samyak mṛtānyākṛṣya cūrṇayet | [RCūM, 14 61.1]
tadbhasma vallamātraṃ hi tāmbūlīdalaveṣṭitam | [RCūM, 14 61.2]
bhakṣitaṃ vāmayitvātha recayitvā dviyāmataḥ | [RCūM, 14 62.1]
jvaraṃ vināśayennṝṇāṃ śūlādhmānasamanvitam | [RCūM, 14 62.2]
viṣaṃ garaṃ ca vegena vāmayatyeva niścitam | [RCūM, 14 63.1]
pathyamatra pradātavyaṃ gotakraṃ bhaktasaṃyutam | [RCūM, 14 63.2]
atireke 'tivāntau ca santāpe cātimātrake | [RCūM, 14 64.1]
tattadaucityayogena kuryācchītāṃ pratikriyām | [RCūM, 14 64.2]
ativāntau bhajedbhṛṣṭamikṣukhaṇḍaṃ tu śītalam | [RCūM, 14 65.1]
yadvā bilvabhavaṃ kvāthaṃ sitayā saha pāyayet | [RCūM, 14 65.2]
barbūratvagrasaḥ peyo vireke takrasaṃyutam | [RCūM, 14 66.1]
śulbatulyena sūtena balinā tatsamena ca | [RCūM, 14 66.2]
tadardhāṃśena tālena śilayā ca tadardhayā | [RCūM, 14 67.1]
vidhāya kajjalīṃ ślakṣṇāṃ bhinnakajjalasannibhām | [RCūM, 14 67.2]
yantrādhyāyavinirdiṣṭagarbhayantrodarāntare | [RCūM, 14 68.1]
kajjalīṃ tāmrapatrāṇi paryāyeṇa vinikṣipet | [RCūM, 14 68.2]
prapacedyāmaparyantaṃ svāṅgaśītaṃ pracūrṇayet | [RCūM, 14 68.3]
tāmraṃ tiktakaṣāyakaṃ ca madhuraṃ pāke ca vīryoṣṇakaṃ sāmlaṃ pittakaphāpahaṃ jaṭhararukkuṣṭhāmajūrttyantakṛt | [RCūM, 14 69.1]
ūrdhvādhaḥ pariśodhanaṃ viṣayakṛtsthaulyāpahaṃ kṣutkaraṃ durnāmakṣayapāṇḍurogaśamanaṃ netryaṃ paraṃ lekhanam | [RCūM, 14 69.2]
tattadrogaharānupānasahitaṃ tāmraṃ dvivallonmitaṃ saṃlīḍhaṃ pariṇāmaśūlamudaraṃ śūlaṃ ca pāṇḍuṃ jvaram | [RCūM, 14 70.1]
gulmaplīhayakṛtkṣayāgnisadanaṃ mehaṃ ca mūlāmayaṃ duṣṭāṃ ca grahaṇīṃ hared dhruvamidaṃ tatsomanāthābhidham | [RCūM, 14 70.2]
etattāmrasamaṃ nānyanmadhuraṃ doṣavarjitam | [RCūM, 14 71.1]
nānyanniḥśeṣadoṣaghnaṃ vṛṣyaṃ svasthocitaṃ nṝṇām | [RCūM, 14 71.2]
balinā palamātreṇa taddravye rajasaṃmitaiḥ | [RCūM, 14 72.1]
viṣatindvagniśamyākavatsanābhapaṭūttamaiḥ | [RCūM, 14 72.2]
kalihāriśilāvyoṣatālapūgakarañjakaiḥ | [RCūM, 14 73.1]
kṛtvā cūrṇaṃ hi jambīradraveṇātidravīkṛtam | [RCūM, 14 73.2]
tatsarvaṃ khalvake bhāṇḍe vinikṣipya tataḥ param | [RCūM, 14 74.1]
kṛtakaṇṭakavedhyāni palatāmradalānyatha | [RCūM, 14 74.2]
liptapādāṃśasūtāni tasmin kalke nigūhayet | [RCūM, 14 74.3]
etat sarvaguṇāḍhyatāprabhavitaṃ śrīsomadevoditaṃ guñjāyugmamitaṃ kaṇājyasahitaṃ saṃsevitaṃ hanti vai | [RCūM, 14 75.1]
