{VSM, 1}
iṣe tvā | [VSM, 1 1.1]
śivāḥ kṛtvā diśaḥ sarvāḥ yonim ihāsadaḥ | [VSM, 12 59.2]
bhavataṃ naḥ samanasau sacetasāv arepasau | [VSM, 12 60.1]
mā yajñaṃ hiṃsiṣṭaṃ mā yajñapatiṃ jātavedasau śivau bhavatam adya naḥ | [VSM, 12 60.2]
māteva putraṃ pṛthivī purīṣyam agniṃ sve yonāv abhār ukhā | [VSM, 12 61.1]
tāṃ viśvair devair ṛtubhiḥ saṃvidānaḥ prajāpatir viśvakarmā vimuñcatu | [VSM, 12 61.2]
asunvantam ayajamānam iccha stenasyetyām anvihi taskarasya | [VSM, 12 62.1]
anyam asmad iccha sā ta ityā namo devi nirṛte tubhyam astu | [VSM, 12 62.2]
namaḥ su te nirṛte tigmatejo 'yasmayaṃ vicṛtā bandham etam | [VSM, 12 63.1]
yamena tvaṃ yamyā saṃvidānottame nāke adhi rohayainam | [VSM, 12 63.2]
yasyās te ghora āsan juhomy eṣāṃ bandhānām avasarjanāya | [VSM, 12 64.1]
yāṃ tvā jano bhūmir iti pramandate nirṛtiṃ tvāhaṃ pariveda viśvataḥ | [VSM, 12 64.2]
yaṃ te devī nirṛtir ābabandha pāśaṃ grīvāsv avicṛtyam | [VSM, 12 65.1]
taṃ te viṣyāmy āyuṣo na madhyād athaitaṃ pitum addhi prasūtaḥ | [VSM, 12 65.2]
namo bhūtyai yedaṃ cakāra | [VSM, 12 65.3]
niveśanaḥ saṃgamano vasūnāṃ viśvā rūpābhicaṣṭe śacībhiḥ | [VSM, 12 66.1]
deva iva savitā satyadharmendro na tasthau samare pathīnām | [VSM, 12 66.2]
sīrā yuñjanti kavayo yugā vitanvate pṛthak | [VSM, 12 67.1]
dhīrā deveṣu sumnayā | [VSM, 12 67.2]
yunakta sīrā vi yugā tanudhvaṃ kṛte yonau vapateha bījam | [VSM, 12 68.1]
girā ca śruṣṭiḥ sabharā asan no nedīya it sṛṇyaḥ pakvam eyāt | [VSM, 12 68.2]
śunaṃ su phālā vikṛṣantu bhūmiṃ śunaṃ kīnāśā abhiyantu vāhaiḥ | [VSM, 12 69.1]
śunāsīrā haviṣā tośamānā supippalā oṣadhīḥ kartanāsme | [VSM, 12 69.2]
ghṛtena sītā madhunā samajyatāṃ viśvair devair anumatā marudbhiḥ | [VSM, 12 70.1]
ūrjasvatī payasā pinvamānāsmānt sīte payasābhyāvavṛtsva | [VSM, 12 70.2]
lāṅgalaṃ pavīravat suśevaṃ somapitsaru | [VSM, 12 71.1]
tad udvapati gām aviṃ prapharvyaṃ ca pīvarīṃ prasthāvad rathavāhanam | [VSM, 12 71.2]
kāmaṃ kāmadughe dhukṣva mitrāya varuṇāya ca | [VSM, 12 72.1]
indrāyāśvibhyāṃ pūṣṇe prajābhya oṣadhībhyaḥ | [VSM, 12 72.2]
vimucyadhvam aghnyā devayānā aganma tamasas pāram asya jyotir āpāma | [VSM, 12 73.1]
sajūr abdo ayavobhiḥ sajūr uṣā aruṇībhiḥ sajoṣasāv aśvinā daṃsobhiḥ sajūḥ sūra etaśena sajūr vaiśvānara iḍayā ghṛtena svāhā | [VSM, 12 74.1]
yā oṣadhīḥ pūrvā jātā devebhyas triyugaṃ purā | [VSM, 12 75.1]
manai nu babhrūṇām ahaṃ śataṃ dhāmāni sapta ca | [VSM, 12 75.2]
śataṃ vo amba dhāmāni sahasram uta vo ruhaḥ | [VSM, 12 76.1]
adhā śatakratvo yūyam imaṃ me agadaṃ kṛta | [VSM, 12 76.2]
oṣadhīḥ pratimodadhvaṃ puṣpavatīḥ prasūvarīḥ | [VSM, 12 77.1]
aśvā iva sajitvarīr vīrudhaḥ pārayiṣṇvaḥ | [VSM, 12 77.2]
oṣadhīr iti mātaras tad vo devīr upabruve | [VSM, 12 78.1]
saneyam aśvaṃ gāṃ vāsa ātmānaṃ tava pūruṣa | [VSM, 12 78.2]
aśvatthe vo niṣadanaṃ parṇe vo vasatiṣ kṛtā | [VSM, 12 79.1]
gobhāja it kilāsatha yat sanavatha pūruṣam | [VSM, 12 79.2]
yatrauṣadhīḥ samagmata rājānaḥ samitāv iva | [VSM, 12 80.1]
vipraḥ sa ucyate bhiṣag rakṣohāmīvacātanaḥ | [VSM, 12 80.2]
aśvāvatīṃ somāvatīm ūrjayantīm udojasam | [VSM, 12 81.1]
āvitsi sarvā oṣadhīr asmā ariṣṭatātaye | [VSM, 12 81.2]
ucchuṣmā oṣadhīnāṃ gāvo goṣṭhād iverate | [VSM, 12 82.1]
dhanaṃ saniṣyantīnām ātmānaṃ tava pūruṣa | [VSM, 12 82.2]
iṣkṛtir nāma vo mātātho yūyaṃ stha niṣkṛtīḥ | [VSM, 12 83.1]
sīrāḥ patatriṇī sthana yad āmayati niṣkṛtha | [VSM, 12 83.2]
ati viśvāḥ pariṣṭhā stena iva vrajam akramuḥ | [VSM, 12 84.1]
oṣadhīḥ prācucyavur yat kiṃca tanvo rapaḥ | [VSM, 12 84.2]
yad imā vājayann aham oṣadhīr hasta ādadhe | [VSM, 12 85.1]
ātmā yakṣmasya naśyati purā jīvagṛbho yathā | [VSM, 12 85.2]
yasyauṣadhīḥ prasarpathāṅgamaṅgaṃ paruṣparuḥ | [VSM, 12 86.1]
tato yakṣmaṃ vibādhadhva ugro madhyamaśīr iva | [VSM, 12 86.2]
sākaṃ yakṣma prapata cāṣeṇa kikidīvinā | [VSM, 12 87.1]
sākaṃ vātasya dhrājyā sākaṃ naśya nihākayā | [VSM, 12 87.2]
anyā vo anyām avatv anyānyasyā upāvata | [VSM, 12 88.1]
tāḥ sarvāḥ saṃvidānā idaṃ me prāvatā vacaḥ | [VSM, 12 88.2]
yāḥ phalinīr yā aphalā apuṣpā yāś ca puṣpiṇīḥ | [VSM, 12 89.1]
bṛhaspatiprasūtās tā no muñcantv aṃhasaḥ | [VSM, 12 89.2]
muñcantu mā śapathyād atho varuṇyād uta | [VSM, 12 90.1]
atho yamasya paḍvīśāt sarvasmād devakilbiṣāt | [VSM, 12 90.2]
avapatantīr avadan diva oṣadhayas pari | [VSM, 12 91.1]
yaṃ jīvam aśnavāmahai na sa riṣyāti pūruṣaḥ | [VSM, 12 91.2]
yā oṣadhīḥ somarājñīr bahvīḥ śatavicakṣaṇāḥ | [VSM, 12 92.1]
tāsām asi tvam uttamāraṃ kāmāya śaṃ hṛde | [VSM, 12 92.2]
yā oṣadhīḥ somarājñīr viṣṭhitāḥ pṛthivīm anu | [VSM, 12 93.1]
bṛhaspatiprasūtā asyai saṃdatta vīryam | [VSM, 12 93.2]
yāś cedam upaśṛṇvanti yāś ca dūraṃ parāgatāḥ | [VSM, 12 94.1]
sarvāḥ saṃgatya vīrudho 'syai saṃdatta vīryam | [VSM, 12 94.2]
mā vo riṣat khanitā yasmai cāhaṃ khanāmi vaḥ | [VSM, 12 95.1]
dvipāc catuṣpād asmākaṃ sarvam astv anāturam | [VSM, 12 95.2]
oṣadhayaḥ samavadanta somena saha rājñā | [VSM, 12 96.1]
yasmai kṛṇoti brāhmaṇas taṃ rājan pārayāmasi | [VSM, 12 96.2]
nāśayitrī balāsasyārśasa upacitām asi | [VSM, 12 97.1]
atho śatasya yakṣmāṇāṃ pākāror asi nāśanī | [VSM, 12 97.2]
tvāṃ gandharvā akhanaṃs tvām indras tvāṃ bṛhaspatiḥ | [VSM, 12 98.1]
tvām oṣadhe somo rājā vidvān yakṣmād amucyata | [VSM, 12 98.2]
sahasva me arātīḥ sahasva pṛtanāyataḥ | [VSM, 12 99.1]
sahasva sarvaṃ pāpmānaṃ sahamānāsy oṣadhe | [VSM, 12 99.2]
dīrghāyus ta oṣadhe khanitā yasmai ca tvā khanāmyaham | [VSM, 12 100.1]
atho tvaṃ dīrghāyur bhūtvā śatavalśā virohatāt | [VSM, 12 100.2]
tvam uttamāsyoṣadhe tava vṛkṣā upastayaḥ | [VSM, 12 101.1]
upastir astu so 'smākaṃ yo asmāṁ abhidāsati | [VSM, 12 101.2]
mā mā hiṃsīj janitā yaḥ pṛthivyā yo vā divaṃ satyadharmā vyānaṭ | [VSM, 12 102.1]
yaś cāpaś candrāḥ prathamo jajāna kasmai devāya haviṣā vidhema | [VSM, 12 102.2]
abhyāvartasva pṛthivi yajñena payasā saha | [VSM, 12 103.1]
vapāṃ te agnir iṣito arohat | [VSM, 12 103.2]
agne yat te śukraṃ yac candraṃ yat pūtaṃ yacca yajñiyam | [VSM, 12 104.1]
tad devebhyo bharāmasi | [VSM, 12 104.2]
iṣam ūrjam aham ita ādam ṛtasya yoniṃ mahiṣasya dhārām | [VSM, 12 105.1]
ā mā goṣu viśatvā tanūṣu jahāmi sedim anirām amīvām | [VSM, 12 105.2]
agne tava śravo vayo mahi bhrājante arcayo vibhāvaso | [VSM, 12 106.1]
bṛhadbhāno śavasā vājam ukthyaṃ dadhāsi dāśuṣe kave | [VSM, 12 106.2]
pāvakavarcāḥ śukravarcā anūnavarcā udiyarṣi bhānunā | [VSM, 12 107.1]
putro mātarā vicarann upāvasi pṛṇakṣi rodasī ubhe | [VSM, 12 107.2]
ūrjo napāj jātavedaḥ suśastibhir mandasva dhītibhir hitaḥ | [VSM, 12 108.1]
tve iṣaḥ saṃdadhur bhūrivarpasaś citrotayo vāmajātāḥ | [VSM, 12 108.2]
irajyann agne prathayasva jantubhir asme rāyo amartya | [VSM, 12 109.1]
sa darśatasya vapuṣo virājasi pṛṇakṣi sānasiṃ kratum | [VSM, 12 109.2]
iṣkartāram adhvarasya pracetasaṃ kṣayantaṃ rādhaso mahaḥ | [VSM, 12 110.1]
rātiṃ vāmasya subhagāṃ mahīm iṣaṃ dadhāsi sānasiṃ rayim | [VSM, 12 110.2]
ṛtāvānaṃ mahiṣaṃ viśvadarśatam agniṃ sumnāya dadhire puro janāḥ | [VSM, 12 111.1]
śrutkarṇaṃ saprathastamaṃ tvā girā daivyaṃ mānuṣā yugā | [VSM, 12 111.2]
āpyāyasva sametu te viśvataḥ soma vṛṣṇyam | [VSM, 12 112.1]
bhavā vājasya saṃgathe | [VSM, 12 112.2]
saṃ te payāṃsi sam u yantu vājāḥ saṃ vṛṣṇyāny abhimātiṣāhaḥ | [VSM, 12 113.1]
āpyāyamāno amṛtāya soma divi śravāṃsy uttamāni dhiṣva | [VSM, 12 113.2]
āpyāyasva madintama soma viśvebhir aṃśubhiḥ | [VSM, 12 114.1]
bhavā naḥ suśravastamaḥ sakhā vṛdhe | [VSM, 12 114.2]
ā te vatso mano yamat paramāc cit sadhasthāt | [VSM, 12 115.1]
agne tvāṃkāmayā girā | [VSM, 12 115.2]
tubhyaṃ tā aṅgirastama viśvāḥ sukṣitayaḥ pṛthak | [VSM, 12 116.1]
agne kāmāya yemire | [VSM, 12 116.2]
agniḥ priyeṣu dhāmasu kāmo bhūtasya bhavyasya | [VSM, 12 117.1]
samrāḍ eko virājati | [VSM, 12 117.2]
{VSM, 13}
mayi gṛhṇāmy agre agniṃ rāyaspoṣāya suprajāstvāya suvīryāya | [VSM, 13 1.1]
mām u devatāḥ sacantām | [VSM, 13 1.2]
apāṃ pṛṣṭham asi yonir agneḥ samudram abhitaḥ pinvamānam | [VSM, 13 2.1]
vardhamāno mahāṁ ā ca puṣkare divo mātrayā varimṇā prathasva | [VSM, 13 2.2]
brahma jajñānaṃ prathamaṃ purastād vi sīmataḥ suruco vena āvaḥ | [VSM, 13 3.1]
sa budhnyā upamā asya viṣṭhāḥ sataś ca yonim asataś ca vivaḥ | [VSM, 13 3.2]
hiraṇyagarbhaḥ samavartatāgre bhūtasya jātaḥ patir eka āsīt | [VSM, 13 4.1]
sa dādhāra pṛthivīṃ dyām utemāṃ kasmai devāya haviṣā vidhema | [VSM, 13 4.2]
drapsaś caskanda pṛthivīm anu dyām imaṃ ca yonim anu yaś ca pūrvaḥ | [VSM, 13 5.1]
samānaṃ yonim anusaṃcarantaṃ drapsaṃ juhomy anu sapta hotrāḥ | [VSM, 13 5.2]
namo 'stu sarpebhyo ye keca pṛthivīm anu | [VSM, 13 6.1]
ye antarikṣe ye divi tebhyaḥ sarpebhyo namaḥ | [VSM, 13 6.2]
yā iṣavo yātudhānānāṃ ye vā vanaspatīṃs tu | [VSM, 13 7.1]
ye vāvaṭeṣu śerate tebhyaḥ sarpebhyo namaḥ | [VSM, 13 7.2]
ye vāmī rocane divo ye vā sūryasya raśmiṣu | [VSM, 13 8.1]
yeṣām apsu sadas kṛtaṃ tebhyaḥ sarpebhyo namaḥ | [VSM, 13 8.2]
kṛṇuṣva pājaḥ prasitiṃ na pṛthvīṃ yāhi rājevāmavāṁ ibhena | [VSM, 13 9.1]
tṛṣvīm anu prasitiṃ drūṇāno 'stāsi vidhya rakṣasas tapiṣṭhaiḥ | [VSM, 13 9.2]
tava bhramāsa āśuyā patanty anuspṛśa dhṛṣatā śośucānaḥ | [VSM, 13 10.1]
tapūṃṣy agne juhvā pataṅgān asaṃdito visṛja viṣvag ulkāḥ | [VSM, 13 10.2]
prati spaśo visṛja tūrṇitamo bhavā pāyur viśo asyā adabdhaḥ | [VSM, 13 11.1]
yo no dūre aghaśaṃso yo anty agne mākiṣṭe vyathir ādadharṣīt | [VSM, 13 11.2]
ud agne tiṣṭha pratyātanuṣva ny amitrāṁ oṣatāt tigmahete | [VSM, 13 12.1]
yo no arātiṃ samidhāna cakre nīcā taṃ dhakṣy atasaṃ na śuṣkam | [VSM, 13 12.2]
ūrdhvo bhava pratividhyādhy asmad āviṣkṛṇuṣva daivyāny agne | [VSM, 13 13.1]
ava sthirā tanuhi yātujūnāṃ jāmim ajāmiṃ pramṛṇīhi śatrūn | [VSM, 13 13.2]
agneṣṭvā tejasā sādayāmi | [VSM, 13 13.3]
agnir mūrdhā divaḥ kakut patiḥ pṛthivyā ayam | [VSM, 13 14.1]
apāṃ retāṃsi jinvati | [VSM, 13 14.2]
indrasya tvaujasā sādayāmi | [VSM, 13 14.3]
bhuvo yajñasya rajasaś ca netā yatrā niyudbhiḥ sacase śivābhiḥ | [VSM, 13 15.1]
divi mūrdhānaṃ dadhiṣe svarṣāṃ jihvām agne cakriṣe havyavāham | [VSM, 13 15.2]
dhruvāsi dharuṇāstṛtā viśvakarmaṇā | [VSM, 13 16.1]
mā tvā samudra udvadhīn mā suparṇo 'vyathamānā pṛthivīṃ dṛṃha | [VSM, 13 16.2]
prajāpatiṣṭvā sādayatv apāṃ pṛṣṭhe samudrasyeman | [VSM, 13 17.1]
vyacasvatīṃ prathasvatīṃ prathasva pṛthivy asi | [VSM, 13 17.2]
bhūr asi bhūmir asy aditir asi viśvadhāyā viśvasya bhuvanasya dhartrī | [VSM, 13 18.1]
pṛthivīṃ yaccha pṛthivīṃ dṛṃha pṛthivīṃ mā hiṃsīḥ | [VSM, 13 18.2]
viśvasmai prāṇāyāpānāya vyānāyodānāya pratiṣṭhāyai caritrāya | [VSM, 13 19.1]
agniṣṭvābhipātu mahyā svastyā chardiṣā śaṃtamena tayā devatayāṅgirasvad dhruvā sīda | [VSM, 13 19.2]
kāṇḍātkāṇḍāt prarohantī paruṣaḥ paruṣas pari | [VSM, 13 20.1]
evā no dūrve pratanu sahasreṇa śatena ca | [VSM, 13 20.2]
yā śatena pratanoṣi sahasreṇa virohasi | [VSM, 13 21.1]
tasyās te devīṣṭake vidhema haviṣā vayam | [VSM, 13 21.2]
yās te agne sūrye ruco divam ātanvanti raśmibhiḥ | [VSM, 13 22.1]
tābhir no adya sarvābhī ruce janāya nas kṛdhi | [VSM, 13 22.2]
yā vo devāḥ sūrye ruco goṣv aśveṣu yā rucaḥ | [VSM, 13 23.1]
indrāgnī tābhiḥ sarvābhī rucaṃ no dhatta bṛhaspate | [VSM, 13 23.2]
virāḍ jyotir adhārayat | [VSM, 13 24.1]
svarāḍ jyotir adhārayat | [VSM, 13 24.2]
prajāpatiṣṭvā sādayatu pṛṣṭhe pṛthivyā jyotiṣmatīm | [VSM, 13 24.3]
viśvasmai prāṇāyāpānāya vyānāya viśvaṃ jyotir yaccha | [VSM, 13 24.4]
agniṣṭe 'dhipatis tayā devatayāṅgirasvad dhruvā sīda | [VSM, 13 24.5]
madhuś ca mādhavaś ca vāsantikāv ṛtū agner antaḥśleṣo 'si kalpetāṃ dyāvāpṛthivī kalpantām āpa oṣadhayaḥ kalpantām agnayaḥ pṛthaṅmama jyaiṣṭhyāya savratāḥ | [VSM, 13 25.1]
ye agnayaḥ samanaso 'ntarā dyāvāpṛthivī ime vāsantikāv ṛtū abhikalpamānā indram iva devā abhisaṃviśantu tayā devatayāṅgirasvad dhruve sīdatam | [VSM, 13 25.2]
aṣāḍhāsi sahamānā sahasvārātīḥ sahasva pṛtanāyataḥ | [VSM, 13 26.1]
sahasravīryāsi sā mā jinva | [VSM, 13 26.2]
madhu vātā ṛtāyate madhu kṣaranti sindhavaḥ | [VSM, 13 27.1]
mādhvīr naḥ santv oṣadhīḥ | [VSM, 13 27.2]
madhu naktam utoṣaso madhumat pārthivaṃ rajaḥ | [VSM, 13 28.1]
madhu dyaur astu naḥ pitā | [VSM, 13 28.2]
madhumān no vanaspatir madhumāṁ astu sūryaḥ | [VSM, 13 29.1]
mādhvīr gāvo bhavantu naḥ | [VSM, 13 29.2]
apāṃ gambhant sīda mā tvā sūryo 'bhitāpsīn māgnir vaiśvānaraḥ | [VSM, 13 30.1]
acchinnapatrāḥ prajā anuvīkṣasvānu tvā divyā vṛṣṭiḥ sacatām | [VSM, 13 30.2]
trīntsamudrāntsamasṛpat svargān apāṃ patir vṛṣabha iṣṭakānām | [VSM, 13 31.1]
purīṣaṃ vasānaḥ sukṛtasya loke tatra gaccha yatra pūrve paretāḥ | [VSM, 13 31.2]
mahī dyauḥ pṛthivī ca na imaṃ yajñaṃ mimikṣatām | [VSM, 13 32.1]
pipṛtāṃ no bharīmabhiḥ | [VSM, 13 32.2]
viṣṇoḥ karmāṇi paśyata yato vratāni paspaśe | [VSM, 13 33.1]
indrasya yujyaḥ sakhā | [VSM, 13 33.2]
dhruvāsi dharuṇeto jajñe prathamam ebhyo yonibhyo adhi jātavedāḥ | [VSM, 13 34.1]
sa gāyatryā triṣṭubhānuṣṭubhā ca devebhyo havyaṃ vahatu prajānan | [VSM, 13 34.2]
iṣe rāye ramasva sahase dyumna ūrje apatyāya | [VSM, 13 35.1]
samrāḍ asi svarāḍ asi sārasvatau tvotsau prāvatām | [VSM, 13 35.2]
agne yukṣvā hi ye tavāśvāso deva sādhavaḥ | [VSM, 13 36.1]
araṃ vahanti manyave | [VSM, 13 36.2]
yukṣvā hi devahūtamāṁ aśvāṁ agne rathīr iva | [VSM, 13 37.1]
ni hotā pūrvyaḥ sadaḥ | [VSM, 13 37.2]
samyak sravanti sarito na dhenā antar hṛdā manasā pūyamānāḥ | [VSM, 13 38.1]
ghṛtasya dhārā abhicākaśīmi hiraṇyayo vetaso madhye agneḥ | [VSM, 13 38.2]
ṛce tvā ruce tvā bhāse tvā jyotiṣe tvā | [VSM, 13 39.1]
abhūd idaṃ viśvasya bhuvanasya vājinam agner vaiśvānarasya ca | [VSM, 13 39.2]
agnir jyotiṣā jyotiṣmān rukmo varcasā varcasvān | [VSM, 13 40.1]
sahasradā asi sahasrāya tvā | [VSM, 13 40.2]
ādityaṃ garbhaṃ payasā samaṅdhi sahasrasya pratimāṃ viśvarūpam | [VSM, 13 41.1]
parivṛṅdhi harasā mābhimaṃsthāḥ śatāyuṣaṃ kṛṇuhi cīyamānaḥ | [VSM, 13 41.2]
vātasya jūtiṃ varuṇasya nābhim aśvaṃ jajñānaṃ sarirasya madhye | [VSM, 13 42.1]
śiśuṃ nadīnāṃ harim adribudhnam agne mā hiṃsīḥ parame vyoman | [VSM, 13 42.2]
ajasram indum aruṣaṃ bhuraṇyum agnim īḍe pūrvacittiṃ namobhiḥ | [VSM, 13 43.1]
sa parvabhir ṛtuśaḥ kalpamāno gāṃ mā hiṃsīr aditiṃ virājam | [VSM, 13 43.2]
varūtrīṃ tvaṣṭur varuṇasya nābhim aviṃ jajñānāṃ rajasaḥ parasmāt | [VSM, 13 44.1]
mahīṃ sāhasrīm asurasya māyām agne mā hiṃsīḥ parame vyoman | [VSM, 13 44.2]
yo 'gnir agner adhyajāyata śokāt pṛthivyā uta vā divas pari | [VSM, 13 45.1]
yena prajā viśvakarmā jajāna tam agne heḍaḥ pari te vṛṇaktu | [VSM, 13 45.2]
citraṃ devānām udagād anīkaṃ cakṣur mitrasya varuṇasyāgneḥ | [VSM, 13 46.1]
āprā dyāvāpṛthivī antarikṣaṃ sūrya ātmā jagatas tasthuṣaś ca | [VSM, 13 46.2]
imaṃ mā hiṃsīr dvipādaṃ paśuṃ sahasrākṣo medhāya cīyamānaḥ | [VSM, 13 47.1]
mayuṃ paśuṃ medham agne juṣasva tena cinvānas tanvo niṣīda | [VSM, 13 47.2]
mayuṃ te śug ṛcchatu yaṃ dviṣmas taṃ te śug ṛcchatu | [VSM, 13 47.3]
imaṃ mā hiṃsīr ekaśaphaṃ paśuṃ kanikradaṃ vājinaṃ vājineṣu | [VSM, 13 48.1]
gauram āraṇyam anu te diśāmi tena cinvānas tanvo niṣīda | [VSM, 13 48.2]
gauraṃ te śug ṛcchatu yaṃ dviṣmas taṃ te śug ṛcchatu | [VSM, 13 48.3]
imaṃ sāhasraṃ śatadhāram utsaṃ vyacyamānaṃ sarirasya madhye | [VSM, 13 49.1]
ghṛtaṃ duhānām aditiṃ janāyāgne mā hiṃsīḥ parame vyoman | [VSM, 13 49.2]
gavayam āraṇyam anu te diśāmi tena cinvānas tanvo niṣīda | [VSM, 13 49.3]
gavayaṃ te śug ṛcchatu yaṃ dviṣmas taṃ te śug ṛcchatu | [VSM, 13 49.4]
imam ūrṇāyuṃ varuṇasya nābhiṃ tvacaṃ paśūnāṃ dvipadāṃ catuṣpadām | [VSM, 13 50.1]
tvaṣṭuḥ prajānāṃ prathamaṃ janitram agne mā hiṃsīḥ parame vyoman | [VSM, 13 50.2]
uṣṭram āraṇyam anu te diśāmi tena cinvānas tanvo niṣīda | [VSM, 13 50.3]
uṣṭraṃ te śug ṛcchatu yaṃ dviṣmas taṃ te śug ṛcchatu | [VSM, 13 50.4]
ajo hy agner ajaniṣṭa śokāt so apaśyaj janitāram agre | [VSM, 13 51.1]
tena devā devatām agram āyaṃs tena roham āyann upa medhyāsaḥ | [VSM, 13 51.2]
śarabham āraṇyam anu te diśāmi tena cinvānas tanvo niṣīda | [VSM, 13 51.3]
śarabhaṃ te śug ṛcchatu yaṃ dviṣmas taṃ te śug ṛcchatu | [VSM, 13 51.4]
tvaṃ yaviṣṭha dāśuṣo nṝṁḥ pāhi śṛṇudhī giraḥ | [VSM, 13 52.1]
rakṣā tokam uta tmanā | [VSM, 13 52.2]
apāṃ tvemant sādayāmi | [VSM, 13 53.1]
apāṃ tvodmant sādayāmi | [VSM, 13 53.2]
apāṃ tvā bhasmant sādayāmi | [VSM, 13 53.3]
apāṃ tvā jyotiṣi sādayāmi | [VSM, 13 53.4]
apāṃ tvāyane sādayāmi | [VSM, 13 53.5]
arṇave tvā sadane sādayāmi | [VSM, 13 53.6]
samudre tvā sadane sādayāmi | [VSM, 13 53.7]
sarire tvā sadane sādayāmi | [VSM, 13 53.8]
apāṃ tvā kṣaye sādayāmi | [VSM, 13 53.9]
apāṃ tvā sadhiṣi sādayāmi | [VSM, 13 53.10]
apāṃ tvā sadane sādayāmi | [VSM, 13 53.11]
apāṃ tvā sadhasthe sādayāmi | [VSM, 13 53.12]
apāṃ tvā yonau sādayāmi | [VSM, 13 53.13]
apāṃ tvā purīṣe sādayāmi | [VSM, 13 53.14]
apāṃ tvā pāthasi sādayāmi | [VSM, 13 53.15]
gāyatreṇa tvā chandasā sādayāmi | [VSM, 13 53.16]
traiṣṭubhena tvā chandasā sādayāmi | [VSM, 13 53.17]
jāgatena tvā chandasā sādayāmi | [VSM, 13 53.18]
ānuṣṭubhena tvā chandasā sādayāmi | [VSM, 13 53.19]
pāṅktena tvā chandasā sādayāmi | [VSM, 13 53.20]
ayaṃ puro bhuvaḥ | [VSM, 13 54.1]
tasya prāṇo bhauvāyanaḥ | [VSM, 13 54.2]
vasantaḥ prāṇāyanaḥ | [VSM, 13 54.3]
gāyatrī vāsantī | [VSM, 13 54.4]
gāyatryai gāyatram | [VSM, 13 54.5]
gāyatrād upāṃśuḥ | [VSM, 13 54.6]
upāṃśos trivṛt | [VSM, 13 54.7]
trivṛto rathantaram | [VSM, 13 54.8]
vasiṣṭha ṛṣiḥ | [VSM, 13 54.9]
prajāpatigṛhītayā tvayā prāṇaṃ gṛhṇāmi prajābhyaḥ | [VSM, 13 54.10]
ayaṃ dakṣiṇā viśvakarmā | [VSM, 13 55.1]
tasya mano vaiśvakarmaṇam | [VSM, 13 55.2]
grīṣmo mānasaḥ | [VSM, 13 55.3]
triṣṭub graiṣmī | [VSM, 13 55.4]
triṣṭubhaḥ svāram | [VSM, 13 55.5]
svārād antaryāmaḥ | [VSM, 13 55.6]
antaryāmāt pañcadaśaḥ | [VSM, 13 55.7]
pañcadaśād bṛhat | [VSM, 13 55.8]
bharadvāja ṛṣiḥ | [VSM, 13 55.9]
prajāpatigṛhītayā tvayā mano gṛhṇāmi prajābhyaḥ | [VSM, 13 55.10]
ayaṃ paścād viśvavyacāḥ | [VSM, 13 56.1]
tasya cakṣur vaiśvavyacasam | [VSM, 13 56.2]
varṣāś cākṣuṣyaḥ | [VSM, 13 56.3]
jagatī vārṣī | [VSM, 13 56.4]
jagatyā ṛksamam | [VSM, 13 56.5]
ṛksamācchukraḥ | [VSM, 13 56.6]
śukrāt saptadaśaḥ | [VSM, 13 56.7]
saptadaśād vairūpam | [VSM, 13 56.8]
jamadagnir ṛṣiḥ | [VSM, 13 56.9]
prajāpatigṛhītayā tvayā cakṣur gṛhṇāmi prajābhyaḥ | [VSM, 13 56.10]
idaṃ uttarāt svaḥ | [VSM, 13 57.1]
tasya śrotraṃ sauvam | [VSM, 13 57.2]
śaracchrautrī | [VSM, 13 57.3]
anuṣṭup śāradī | [VSM, 13 57.4]
anuṣṭubha aiḍam | [VSM, 13 57.5]
aiḍān manthī | [VSM, 13 57.6]
manthina ekaviṃśaḥ | [VSM, 13 57.7]
ekaviṃśād vairājam | [VSM, 13 57.8]
viśvāmitra ṛṣiḥ | [VSM, 13 57.9]
prajāpatigṛhītayā tvayā śrotraṃ gṛhṇāmi prajābhyaḥ | [VSM, 13 57.10]
iyaṃ upari matiḥ | [VSM, 13 58.1]
tasyai vāṅ mātyā | [VSM, 13 58.2]
hemanto vācyaḥ | [VSM, 13 58.3]
paṅktir haimantī | [VSM, 13 58.4]
paṅktyai nidhanavat | [VSM, 13 58.5]
nidhanavata āgrayaṇaḥ | [VSM, 13 58.6]
āgrayaṇāt triṇavatrayastriṃśau | [VSM, 13 58.7]
triṇavatrayastriṃśābhyāṃ śākvararaivate | [VSM, 13 58.8]
viśvakarma ṛṣiḥ | [VSM, 13 58.9]
prajāpatigṛhītayā tvayā vācaṃ gṛhṇāmi prajābhyaḥ | [VSM, 13 58.10]
lokaṃ pṛṇa chidraṃ pṛṇātho sīda dhruvā tvam | [VSM, 13 58.11]
indrāgnī tvā bṛhaspatir asmin yonāv asīṣadan | [VSM, 13 58.12]
tā asya sūdadohasaḥ somaṃ śrīṇanti pṛśnayaḥ | [VSM, 13 58.13]
janman devānāṃ viśas triṣv ā rocane divaḥ | [VSM, 13 58.14]
indraṃ viśvā avīvṛdhant samudravyacasaṃ giraḥ | [VSM, 13 58.15]
rathītamaṃ rathīnāṃ vājānāṃ satpatiṃ patim | [VSM, 13 58.16]
{VSM, 14}
dhruvakṣitir dhruvayonir dhruvāsi dhruvaṃ yonim āsīda sādhuyā | [VSM, 14 1.1]
